user_id,price
13,973.893805
68,512.1217522419355
74,1341.775762
78,896.458007382353
85,535.539960703125
86,1284.9412198631578
96,1067.3034872705882
99,367.2566366666667
119,1582.4936783857142
1060,533.9380526
2055,449.446902
2060,1189.5615442272729
2063,546.9742314117648
2064,243.362831
2071,576.106194
2079,357.0164345
2081,409.292035
2086,442.477876
2087,1030.6784656
3087,1688.8643061666667
3088,778.9823005000001
3090,787.0575217307693
3093,497.345132
3096,580.3539818
3097,1210.9671295714286
3098,504.8356502857142
4098,744.247787
4099,777.8273580677966
4102,580.8259583333333
5104,367.256637
5107,576.106194
5111,1140.3373888609024
5113,818.6249513913043
5115,1626.106194
6116,638.126843
7119,682.3597058531747
7120,988.053097
7122,1216.9247779999998
8128,1042.1644539166666
9138,337.2418876666666
9143,592.61614995
9154,247.78761
9158,600.6084065
9159,477.8023593333334
9167,303.9823
9175,692.5796454800001
9190,2195.376106
9192,465.929203
9193,666.0008718450705
9194,826.1799403333333
9199,963.5156875454545
10042,1207.8539815
10046,325.221238
10200,524.336283
10201,841.5376099166666
10209,433.254977375
11212,680.0810755945122
11217,1351.7018375384614
11223,427.1755156666666
11224,545.8849554000001
11231,975.2212384285714
30060,1015.929203
30168,1394.4086881818182
30178,797.84292
30188,1924.7787610000003
30189,477.16814080000006
30199,607.8171083333333
30233,1370.79646
30235,348.451327
30297,436.5044245
30327,761.283185
30337,824.2235761886793
30340,1216.0096536363637
30390,333.628318
30477,740.8441112307693
30574,284.62389345
30598,404.867256
30604,725.9149146666667
30643,482.0796456666667
30649,939.8230082
30674,203.097345
30706,387.1460173333333
30708,369.109512875
30745,273.451327
30792,814.3805303333334
30801,598.230088
30807,570.9070795
30845,453.3185833333334
30852,534.9557518
30855,654.8893799
30856,843.8938048
30917,205.309734
30929,390.1917396666666
30941,578.2052985421686
30964,1841.2979343333334
30965,608.849557
30997,515.04424725
31093,823.3185837999999
31111,459.292035
31168,440.412979
31299,325.221238
31307,548.5619465
31354,1510.0563148181818
31363,395.464601
31389,481.7109141111111
31430,1406.4454272
31444,1314.7038797692308
31449,228.76106149999998
31485,308.628318
31524,325.221238
31530,347.2089853076923
31559,423.5619465
31581,748.230088
31591,507.964601
31611,611.8882059591837
31630,380.2149172857143
31642,338.1858402
31699,375.553097
31727,507.964601
31763,304.0560463333333
31835,306.19469
31845,593.5840705
31909,376.548672
31927,404.867256
31933,398.008849
31966,287.610619
31984,455.08849525
31994,567.2470173913043
32001,322.566371
32012,282.964601
32025,1182.743362
32056,470.64896666666664
32080,372.123893
32100,473.45132725
32133,2056.19469
32137,759.070796
32138,553.0973445
32142,267.80973400000005
32144,742.4778755
32206,733.075221
32213,724.778761
32231,306.3053095
32232,655.0147486666666
32270,483.18584
32275,456.932153
32277,949.3362826666666
32279,462.2511055
32282,834.3581191688312
32288,325.221238
32320,715.04424725
32330,903.4459635151516
32331,686.1551349030303
32350,945.2707062911392
32356,372.345132
32365,671.6322511851852
32368,433.3065159242424
32369,675.4108717142857
32373,1561.7153731162791
32391,1012.6106189999999
32394,807.2708858983051
32412,840.87586859375
32413,1364.601769
32419,320.353982
32453,451.51410325
32462,1725.663716
32469,598.8200586666667
32471,432.5589965
32472,476.106194
32473,1184.365781
32481,733.18584
32502,1304.5658124521385
32536,390.707964
32586,274.668141
32611,662.610619
32618,607.1450116363636
32619,1397.01327375
32622,591.9063418333334
32636,647.6106188
32652,785.840707
32661,443.1160647692308
32662,252.212389
32679,1187.49999975
32684,369.690265
32698,320.353982
32700,635.39823
32703,341.00294933333333
32705,777.9646014000001
32715,637.2418873333334
32724,320.353982
32730,522.8761053999999
32734,633.0239580487805
32749,1488.495575
32764,770.4210237424243
32792,1640.3675966923076
32806,701.0488784041451
32811,803.0973445
32852,1033.5847957103824
32857,728.761061
32872,694.469026
32877,348.783185
32886,1528.318584
32895,320.353982
32902,1053.8348073333334
32909,205.309734
32910,637.5516220666667
32927,451.548672
32944,491.7404123333333
32953,1858.4070789999998
32954,422.64011733333336
32967,1217.699115
32977,404.12057437500005
32989,405.9734505
32990,463.348082
32992,1357.632743
33002,312.168141
33010,317.330383
33016,753.9085540000001
33037,1036.3274334
33055,545.132743
33057,457.522123
33060,688.716814
33089,821.238938
33090,1203.539823
33097,2457.079646
33099,373.451327
33108,626.548672
33146,261.5929198
33168,468.141592
33170,353.68731499999996
33171,461.061946
33183,913.716814
33209,565.929203
33211,357.96460099999996
33213,1389.5154863125
33214,355.45722666666666
33216,972.566371
33217,648.8495568000001
33222,470.22755957142857
33252,281.08407
33274,203.097345
33286,397.78761
33314,214.823008
33315,1199.9557516
33325,344.34611522222224
33329,372.123893
33340,493.91592833333334
33353,483.370206
33357,437.8634634285714
33364,526.826506883721
33367,320.353982
33374,505.9830698695652
33375,542.920353
33379,631.2499995000001
33386,1459.292035
33390,320.353982
33402,827.3552724166666
33404,323.2743356
33440,1137.2081240722891
33442,410.453539125
33447,409.0486722
33487,955.6170101111111
33489,268.36283099999997
33498,1305.530973
33508,612.38938
33522,973.893805
33525,624.303640885246
33554,766.5526944545454
33574,450.553097
33600,346.23893733333335
33620,285.176991
33655,1618.017145625
33682,263.938053
33691,475.4424775
33710,1614.4006430909094
33768,761.283185
33773,339.823008
33785,372.123893
33802,725.8185835
33808,386.061946
33810,814.1592916666667
33857,219.690265
33865,941.700658671875
33866,303.61356866666665
33877,355.530973
33882,526.4854608571429
33885,479.6460172
33887,326.32743300000004
33908,504.5406653333334
33909,1483.7389375
33948,451.548672
33962,697.345132
33971,262.610619
33974,560.0663711111112
33981,535.5811204133333
33982,664.2330378333334
33987,305.7522122
34007,388.495575
34021,640.7079640000001
34038,851.4011796666667
34043,238.274336
34071,439.823008
34119,409.292035
34125,688.495575
34162,253.042035
34176,364.933628
34193,303.9823
34204,1490.21017675
34232,370.57522066666667
34257,463.3296455
34273,354.8672565
34289,516.6877364285714
34293,556.637168
34298,521.460176625
34315,1109.7787609000002
34327,424.56515037931035
34335,523.8742835882354
34399,1327.359881111111
34405,570.0869692413794
34414,316.666666
34421,729.646017
34436,709.513274
34437,507.63274273529413
34446,685.39823
34447,348.672566
34450,566.4981032857143
34467,390.707964
34471,852.5950724594595
